business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
adtEYGplWAteWaH9XONXmQ,Cameo,38,19:0-20:30,-115.1523363,36.1364308
xzpWh6VxRE6Iov2hlHr4ZA,The King Starring Trent Carlini,35,18:30-19:30,-115.1672853,36.1044942
WPCgtEG-bJt0cZtnM-x7yw,Recycled Percussion,64,10:0-22:30,-115.1714113,36.1107901
BH9z7IJ4zydAqgwsbqoVZQ,Cirque du Soleil - O,89,10:0-22:0,-115.17726,36.114062
TX6BBY9rXOrNlHZdGmbrIQ,Beatleshow Orchestra,48,9:0-22:0,-115.172564963,36.1107453623
sQih__LH86FiUZw5WYBzxQ,The Bronx Wanderers,33,17:30-19:30,-115.171438923,36.1141600856
DXlDzOcpdUE_F21tok0fgw,KA by Cirque Du Soleil,82,10:0-22:0,-115.170196649,36.1032760672
NW366Ota9w52nYofW99u1g,United Artists Showcase Theatre 8,28,11:0-23:0,-115.1724856,36.1044767
C3fO9MU4v13DJrkJL8hATg,Nashville Unplugged Live,22,19:0-20:30,-115.1725544,36.1182124
DnV2o694nhnjuRmyR39l3Q,Cirque du Soleil - Michael Jackson One,83,10:0-22:30,-115.1730561,36.0919655
_73kJo3Yg6jGoXRkEYTIJg,Trapeze Las Vegas,60,10:0-19:0,-115.1664298,36.0698799
MuaUtNrlJwJwZ8EGpBf6Tg,Nieve Malandra,30,0:0-23:0,-115.257890304,36.1813908944
DIpJ6yQn2U0fnxctTngtcw,Mike Hammer - Comedy Magic Show,53,19:0-20:0,-115.1236952,36.1697096
kiizdW8dFgBlND4mJURWDQ,Xavier Mortimer's Magical Dream,50,19:0-20:30,-115.1701624,36.1096948
mz9ltimeAIy2c2qf5ctljw,Cirque du Soleil - The Beatles LOVE,93,10:0-22:0,-115.174956322,36.1213235673
bYw7mT1e3frkxG0nd2_mjg,Lucky Cheng's Restaurant,23,17:0-20:0,-115.1722365,36.1107323
3wQy58Fdg_xrgul2FOw0_A,The Mentalist,52,9:0-22:0,-115.172636191,36.110833386
_iQZQNv_2as_8SoXtke2Bw,Paul Zerdin,37,19:0-21:0,-115.1711298,36.128561
KxL0-DkQW18UBHVYLeHqLg,Puppetry of the Penis,45,19:0-22:0,-115.1744151,36.1299669
ZqLPwzbrGjOnwescG6ltEQ,Steve Wyrick: Real Magic,31,10:0-23:0,-115.1727107,36.1094088
Euarvo7ZLzpuTOFXOx70Qw,Squeezebox Hero,30,8:0-23:0,-115.07,36.1
FlLkjcSzfqmQBK6iEHRtTg,The Venetian,11,0:0-23:0,-115.169934999,36.1214762806
KmuLLSyZJdNoarwcIERHcw,Cirque du Soleil - Mystère,75,10:0-22:0,-115.170284,36.12433
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,54,11:0-23:0,-115.1721069,36.1065513
N98tlF53bqiWZ72INWaFyg,Saxe Theater,28,9:0-22:0,-115.172593275,36.1107640452
A5_opCP5Gq_x1pI8ZbVa2g,Menopause The Musical,47,18:30-21:0,-115.1717702,36.1193098
kMLbk84aClc4qwSnuuuFzw,V Theater,42,9:0-22:0,-115.168883801,36.1105591138
XIgTZdZqJLuaYnaWG3jyFw,Human Nature,63,19:0-20:30,-115.168848597,36.1225046314
o6f_n_YyqHq1e7zXz_BP8w,Marriage Can Be Murder,48,18:30-20:30,-115.1429031,36.169437
MgaFkl7CTZZfXUJ79FIWGQ,Boyz II Men,70,19:30-21:0,-115.174133874,36.1211428627
RzEpt3Ts0TB6q_7ix4v7cg,Criss Angel Mindfreak LIVE!,60,12:0-22:0,-115.1758039,36.0954628
AaugT98lvRdCvNMpwOPv1A,Hitzville The Show - Motown Revue,47,17:30-19:30,-115.172638893,36.1107671365
CrMdi8f0YftE3_K3UZU6gw,Donny & Marie Live,52,19:30-21:30,-115.1723373,36.1163474
-20PsGUoi0cK3hKwtFoh2w,Graceland Presents Elvis: The Exhibition-The Show-The Experience,15,10:0-22:0,-115.1514119,36.1362847
diJLOTB7YfItRLcEr55MoQ,Alibi Las Vegas,51,0:0-23:0,-115.172170497,36.108133432
raepeYYxz534s7F0JhqKew,Olivia Newton-John: Summer Nights,38,19:30-22:0,-115.171992461,36.1162937814
XI5qSLv5VXwFW_cuKH1xEA,Booty Ring Toss Bachelor Parties,35,0:0-23:0,-115.1711298,36.128561
sk0stgY4NDJYOX1MbNJ3Pg,T-Mobile Arena,43,0:0-23:0,-115.178207717,36.1028149787
kqEjBvWOgnitmH4nTTPuJQ,The Rat Pack is Back,45,19:30-20:45,-115.1864851,36.1186984
nY6X0GcgjYAx1UV7TdOTaA,Dugger Music Services,33,8:0-22:0,-115.224292181,36.3655189484
Kt5Ygh1yJkDqYlaP7ZSHJQ,Matt Hennager's Guitar Lessons,19,9:0-21:0,-115.128936,36.1447069
lJtdjZBK_j0G_RsdQci63A,Art of Music,7,10:0-23:0,-115.175235287,36.0931138859
fblNi96kc_X37ESAguwPww,Orleans Showroom,32,12:0-20:0,-115.2015974,36.1045348
-5x1wc0KdABF2kfnqw-ZxA,Xelement Music & Dance,19,8:30-21:0,-115.3007591,36.1455404
J3FUxMAHfCl-WFo86u5DqA,Blue Man Group,66,9:0-23:0,-115.175807573,36.0966823101
oVrvzUJczq0e2JzVxSTyag,Cirque du Soleil - Zumanity,79,10:0-22:30,-115.174841601,36.1028937149
wFa5bQpsjwz4x3UaK1y3-Q,Sophia in Sapphire,36,12:0-22:0,-115.2089904,36.1287798
1fK0bh0dI_Pz6-I8jorHQw,Mystery Adventures,47,10:0-22:0,-115.139501,36.144583
