business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
LozV97kDx-FWCgG6Pzqrcg,Bingo Room,11,10:0-22:0,-115.147127525,36.1716792007
-OEIW0dO96-492qa_luxaw,Aces & Ales,60,0:0-23:0,-115.0646814,36.121392
FlLkjcSzfqmQBK6iEHRtTg,The Venetian,11,0:0-23:0,-115.169934999,36.1214762806
nhIWy8eXayUvDzAz3Ef-Og,Best Western Plus Casino Royale,54,0:0-23:0,-115.171804244,36.1207403774
xtYiHTmunjfCN2sUaQxBjA,Rio All Suites Hotel & Casino,62,0:0-23:0,-115.18761799,36.1172377683
MnBScex5hOLncl3OvWJunA,Bally's Race & Sports Book,7,8:0-20:30,-115.16932493,36.114013752
Kp4i7on7rxFRkWceKfL2Ig,Paranormal - Mind Reading Magic Show,82,16:0-17:0,-115.1709748,36.1142769
NY80DkkCfEl198JmwtO4pA,Harrah's Las Vegas Hotel & Casino,49,0:0-23:0,-115.171309339,36.1192802485
E74g5nmRJj9LQS1uyKmq8A,O'Sheas Casino,56,0:0-23:0,-115.171410072,36.1175212714
_TlhZftKs1aXCYX1rLWAGw,La Bayou Casino,48,0:0-23:0,-115.145849,36.17115
vG1vX6vvyK6st5UWetPPeg,Dotty's #1,8,0:0-23:0,-115.1380375,36.100861
5LNZ67Yw9RD6nf4_UhXOjw,The Cosmopolitan of Las Vegas,90,0:0-23:0,-115.17366378,36.1098426961
ABJjxuO6oh5D9R48-eAUdQ,MORE The Buffet at Luxor,44,7:0-22:0,-115.175835416,36.0954919333
P9aHlp2inEeIbrBl9qB8Qw,Wynn Poker Room,35,0:0-23:0,-115.1657996,36.1268238
PsRvJffbQdaHhK9xHxB06A,Aztec Inn,19,0:0-23:0,-115.1560617,36.1461338
MiUrif_vYOuITF4ALf7WHA,Planet Hollywood,38,11:0-23:0,-115.172426022,36.1098104085
uGupeWqih0yIcCg8anM1PA,The Palazzo Las Vegas,84,0:0-23:0,-115.167752796,36.1239419536
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,66,0:0-23:0,-115.1699583,36.1022543
aKcqKNcbwNydCBnvAA4TeQ,Downtown Grand Hotel & Casino  an Ascend Hotel Collection Member,62,0:0-23:0,-115.141844067,36.1724073419
gEjHZH--OgwXph03pVdoYg,ARIA Poker Room,58,0:0-23:0,-115.173177,36.10737
ii8sAGBexBOJoYRFafF9XQ,Paris Las Vegas Hotel & Casino,62,0:0-23:0,-115.171060475,36.1124193295
5Zc41a446gV3K_o7CDs69Q,Riviera Hotel & Casino,46,0:0-23:0,-115.16217555,36.1351635601
VyjyHoBg3KC5BSFRlD0ZPQ,Caesars Palace Las Vegas Hotel & Casino,63,0:0-23:0,-115.174595,36.116765
19umlhmVB9O3njIBfRAe8g,Fiesta Rancho,29,0:0-23:0,-115.1951924,36.2015702
Ey1iEY8yAQG5MEBZPQ_niQ,Fremont Hotel & Casino,45,0:0-23:0,-115.145324,36.1710681
qjnJFZtsY_nfRzoL3J_UWQ,New York New York Hotel & Casino,71,0:0-23:0,-115.173585824,36.1011178301
SNL64axQhCO6Z7ohcWg3wA,Westgate Sportbook,39,8:0-22:0,-115.151488781,36.136097027
7-WXY8gfKqltecyDUc6Ghg,Clarion Hotel and Casino,35,15:0-23:0,-115.1588934,36.1320477
ajoqEHnCZTD8-8GqGLq9-Q,Palms Casino Resort,58,0:0-23:0,-115.1948136,36.1144832
g62SlImzhs6_1t-knPjd8w,Red Square Restaurant & Vodka Lounge,69,16:0-22:0,-115.176156283,36.0927885119
NmKra8gVf9E72UixLkB-BA,Tix4Tonight - Casino Royale,28,10:0-21:0,-115.1717867,36.1207056
if59L5DHM4pPMrCx9HuD8A,Main Street Station Casino Brewery Hotel,55,0:0-23:0,-115.1452597,36.1743204
DfgZlNgKwBvCpA_0alumXw,The Mirage,72,0:0-23:0,-115.175365521,36.1213008918
QjOohzv1KjSKXTqbuLh20Q,Let's Make A Dealer,22,11:0-19:0,-115.222399,36.126171
t8L09GiwLH3cuJPQjPzZaA,PCI Dealer School,41,10:0-20:0,-115.2035366,36.1150077652
VxCnyVYn-FFgv6F1EqbdKA,Gold Coast Hotel & Casino,49,0:0-23:0,-115.1929046,36.1166353
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,49,0:0-23:0,-115.167672,36.100562
rTZVcJZ8G80i6NjLw0SW8Q,Silverton Casino,57,0:0-23:0,-115.1833103,36.0412834
TEVc0KUKBixcGL9TPFaedA,Lucky Dragon Las Vegas,35,0:0-23:0,-115.160774,36.144089
O6-BlCviQBIEcGW4ll6ZsQ,The Quad Las Vegas Resort & Casino,35,0:0-23:0,-115.1702195,36.1238426
J3FUxMAHfCl-WFo86u5DqA,Blue Man Group,66,9:0-23:0,-115.175807573,36.0966823101
cQ2G-OenoaPwrZWwDsEDjw,MGM Grand Race & Sports Book,33,8:0-22:0,-115.170254,36.102578
BLIJ-p5wYuAhw6Pp6mh6mw,Planet Hollywood Las Vegas Resort & Casino,65,0:0-23:0,-115.1701624,36.1096948
f8IMQgRwo-8GP372MElDGQ,Plaza Hotel & Casino,45,0:0-23:0,-115.146634,36.171918
QRAmGlMF7_sLq8YZ_L1POQ,Sugar Factory,38,9:0-23:0,-115.169778361,36.1029411732
ByFMv3p5X1aNeZhU61rDcA,Stratosphere,50,0:0-23:0,-115.155556596,36.1474201669
_ZfjpSEO5ntk-1hbnwCR4g,Palms Place,64,0:0-23:0,-115.198798,36.114209
oByMSv0dwOfHsGfjj0oZxg,Beano's Casino,32,0:0-23:0,-115.2486868,36.1965066
vugrV0cSoUGfS1Ef_mF7nQ,Outpost Saloon,25,0:0-23:0,-115.2420055,36.1999286
rZDi46tdwQoSAmxU50xiQQ,Santa Fe Station Hotel & Casino,44,0:0-23:0,-115.244002,36.250338
AV6weBrZFFBfRGCbcRGO4g,Luxor Hotel and Casino Las Vegas,56,0:0-23:0,-115.175325656,36.095446374
9SU7ZZhaFUJJ6m2k5HKHeg,SLS Las Vegas Hotel & Casino,61,0:0-23:0,-115.156288147,36.14234553
