business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0LDW1WT4mQ6r9GBf4G4kzA,18,23,32,36,54,50,28,25,27,21,5,4,1,,1,,1,3,4,8,5,8,8,12
xtYiHTmunjfCN2sUaQxBjA,523,556,554,627,413,329,281,273,223,155,106,76,59,83,214,269,303,326,409,392,370,397,398,474
SOhuia1TQNLs3PAWS8yRUQ,1,1,,1,1,1,,1,,,,,,,,,,,,,2,,,
uo7nq-4J7A80a0t2a-55JQ,2,1,1,1,1,3,,,,,1,1,1,1,1,1,3,,1,,1,1,1,
XjepvTIfp4iqGq1orODedg,36,58,81,70,34,18,20,20,15,7,5,1,3,2,1,3,5,6,27,49,54,57,41,33
o7AiTlyWUrBSzdz6oMHj5w,374,343,354,327,323,254,247,262,184,118,77,55,37,61,99,164,194,240,301,320,319,287,361,360
OFw59czUoeeosFMKfRawmg,176,209,171,127,76,50,24,6,,1,3,,,1,8,5,5,12,50,135,139,75,86,110
x_yLsQMQtlE0rdxnaf6J5w,46,48,48,54,55,60,43,43,24,18,2,4,,1,3,7,4,10,21,19,42,48,50,48
NY80DkkCfEl198JmwtO4pA,247,272,234,242,212,194,174,175,131,115,86,38,42,39,74,91,145,174,231,223,215,239,308,218
cyV6Y8eOgpDTtdJQnB6FaA,2,2,1,,,1,1,,1,,,,,,,,1,1,,1,,,2,2
6Q7-wkCPc1KF75jZLOTcMw,222,263,208,204,203,177,193,143,103,58,36,25,15,31,34,55,98,117,169,188,213,236,225,260
y_3IkHGoSkZlAqdkrMG-1w,6,7,4,4,2,7,2,,2,1,,2,,1,7,6,3,11,5,6,8,8,9,11
DYuOxkW4DtlJsTHdxdXSlg,105,126,167,138,133,81,52,10,3,2,,,2,2,1,1,2,4,53,93,69,60,52,71
d8780v952K4jQm0bcGRVTA,2,1,1,2,5,2,2,4,,1,,,,1,1,,3,3,1,1,1,2,,1
pd3uep0D-vKWHsLLlCu6qQ,31,41,36,38,31,32,29,27,26,29,11,8,13,2,24,15,10,10,12,12,24,16,25,17
PQQQKu5lD8F0Rg9MxrGcgQ,1,1,,,2,8,11,12,7,6,6,5,3,2,,,,1,,3,3,,,
EAwh1OmG6t6p3nRaZOW_AA,196,293,338,327,306,243,200,164,166,117,85,67,39,29,54,68,114,136,182,199,151,146,129,150
LEASX4wn1U1TAmwQfsDtIw,6,14,5,7,13,11,10,12,7,5,3,3,1,2,2,1,7,4,6,8,7,15,11,13
5Zc41a446gV3K_o7CDs69Q,92,104,85,93,86,64,67,78,49,38,20,15,12,33,30,50,44,75,79,75,89,83,70,96
viMNp9q8ATxFCWpLGr4RvQ,6,2,6,3,7,9,9,10,5,7,1,1,1,1,1,3,2,2,4,4,4,4,3,7
Adfso3cOhkAfv8YXC__aqg,3,6,2,2,,,,,,,,,,,,,,,,,,,1,2
z4_C3XB69nrMQ8yuQhUzqw,7,15,11,11,6,11,6,10,12,7,6,3,,,,,,,3,4,2,8,3,3
PaKG_CtfPbjWQUcdro81rw,3,12,4,10,10,15,10,27,38,35,46,60,31,16,8,8,4,3,2,1,6,2,3,3
jPAywkrJN7mJWKeNpDuSng,1,1,2,3,2,,2,2,,1,,,1,1,,,1,1,1,2,2,1,,2
7wst00GRGs8qsuf2QtsnaA,7,11,16,19,25,22,30,18,14,8,5,4,,,1,2,,3,1,4,5,7,8,9
nhIWy8eXayUvDzAz3Ef-Og,38,44,28,39,50,40,45,40,34,37,18,15,3,1,5,6,13,21,21,27,24,41,35,41
Wg91oE233AzNieNryRJYYg,17,26,27,29,29,23,14,5,1,3,,,1,,,,,2,12,39,38,13,13,13
OCzor6KH_4WPbWjwyzG0GQ,3,4,10,6,7,6,7,13,9,5,4,3,,1,,3,,,2,1,1,1,3,3
N3WQPXoVeCuzqyPIvWIX5Q,2,1,1,1,4,9,9,4,6,2,5,2,,1,,,,,,1,,,,
pDSl9xdKJCdN4vu8z26cEA,6,21,29,44,45,51,48,47,31,16,5,2,,,,,1,5,5,5,4,5,4,9
JsCKeWHA8n_5mFQ3F6t4UA,44,52,58,85,53,30,12,4,2,1,,,1,,1,,1,1,18,34,43,41,34,25
74C1z6cqEdvJVgETTcEodw,21,36,36,32,32,16,4,2,2,1,1,,,,,1,1,2,3,3,5,2,3,5
X-WXPGYuuknAjZkpYGeRiw,21,14,15,17,8,7,10,4,9,6,1,5,7,5,6,12,20,17,16,24,15,13,26,20
hpnFcRFzs3kg-qM1tPEg3g,29,29,44,33,68,59,81,90,87,76,79,53,21,8,1,4,2,7,6,5,9,13,21,12
makqSKZaz1aUipoWBW0BsA,66,76,89,53,48,49,57,62,33,18,11,17,19,27,46,71,51,37,47,43,53,54,68,72
owLXnEhlMLsFpemYoOxNkg,65,80,76,72,51,45,62,46,72,53,36,33,19,15,21,39,32,57,63,50,62,65,59,51
xVEtGucSRLk5pxxN0t4i6g,101,130,219,215,174,103,49,34,15,6,5,5,3,3,9,13,16,22,62,82,106,96,63,45
O9LDS66IUKIBkGz_uFZKWQ,46,78,71,64,45,15,3,,4,,,,,2,4,,3,,5,25,36,20,16,22
uufFYaIiNeISTgzSsEcYwg,11,17,11,18,19,22,14,5,3,2,,2,,,,,1,1,6,5,,3,2,7
LJt-NO2FhvQxTmBoaaLhTg,47,56,46,57,53,34,28,21,19,8,6,2,2,1,1,2,3,4,10,15,23,24,20,24
YNDxeeRUARbd8GRnscJSvg,54,84,90,77,51,32,7,3,1,,1,,,,,1,4,8,55,87,57,32,25,57
lHCwqXdDSmlmqe88WpjeEg,22,39,25,17,31,18,15,23,32,12,3,5,,5,2,3,2,4,4,14,16,6,9,19
ZKQ_1uw0QKblfE6wrzm7Rw,9,10,10,6,8,11,11,4,,1,,1,,,,,,,,,1,1,,3
w4yq1IRk0DHQE995giqjGg,50,61,96,90,60,31,4,,,1,,1,,1,,,,3,33,87,95,68,62,42
aEswvENK_RJnPbcJPSvAjA,16,17,16,21,10,20,7,8,6,12,2,5,2,1,2,,5,,,2,4,7,6,5
Vg1C_1eqwIwkZLIXGMTW3g,66,85,121,115,138,98,99,67,48,27,17,10,7,5,2,7,14,14,34,66,59,49,41,51
eNQHcdSomzl4KyIlgN2zTg,8,5,7,18,34,31,34,41,30,19,11,11,1,2,,,1,,,,1,,1,2
5uMby-2z4xIFBQjgTLCYdg,2,3,7,12,24,27,16,8,15,5,1,4,2,3,2,3,,4,2,4,4,5,7,2
Apkr-qykgpUI5ltIw7B-7Q,12,31,19,20,17,18,20,10,8,9,7,4,5,,1,1,3,,7,20,12,9,6,10
hlPtbUi_Ejlk_ab0J6QzWA,57,32,11,3,,,2,2,2,,,,,,1,,2,5,8,49,42,9,12,13
ARbfYHjtwtddBztjaf_Qng,45,71,63,53,31,14,5,4,1,,,,,4,4,10,24,16,24,44,47,41,40,48
lPK3iqwVwFPOMswRrejwZQ,9,3,4,5,4,6,3,5,4,2,3,,,,,,1,1,1,,2,,2,3
LCf4MZQcwgtniQUJ-MQBZA,3,9,7,5,9,6,4,2,5,2,2,2,,,,,,2,2,4,5,1,4,
UVVjnJ67fm9EbNPFK5ZgRQ,15,21,18,19,20,11,9,4,4,2,1,,1,,,1,,1,4,21,13,9,11,8
5eqm4pyz-egd255X7PB8Xg,2,1,2,,4,5,6,4,7,7,1,1,,,,,,,,,,1,,1
kPV1DlXSkcXY5G8r2LLmEA,20,30,25,26,46,28,20,9,4,5,3,2,2,,5,2,7,5,21,41,35,9,12,16
tlZmJBQ9UWkaI0Zce_KFhg,20,45,29,22,26,25,23,14,18,9,11,3,4,4,4,6,14,15,27,25,17,14,14,6
WKrCvD-CoDZnCj3nsMCrRw,45,44,57,50,40,24,27,42,31,17,17,5,22,12,6,1,4,7,9,11,20,13,26,32
5MzGPxcrSPoWQc_bRmOXoQ,5,4,14,21,11,11,11,9,3,3,2,,,,,,,1,,2,,,4,4
d4bMBIhBELF_bhkT-Sig3Q,14,14,18,13,9,4,12,6,9,3,4,,4,,1,7,2,5,8,9,8,6,4,6
7hXWFtmoJHz63SD8k56a_Q,7,3,6,7,2,7,3,4,,2,1,1,1,1,1,1,2,,4,4,10,3,4,5
rTZVcJZ8G80i6NjLw0SW8Q,206,222,256,196,153,101,64,82,47,38,26,13,14,19,21,36,75,173,153,164,184,186,153,160
vFTKENEf3AxbodEshK5W2A,28,32,26,17,10,13,6,3,3,4,6,3,3,1,1,,1,1,4,3,6,7,7,11
MGCTs8GBtkTUFaCAkdDtKw,,3,2,3,3,2,1,2,1,,,,,1,2,,1,2,,2,,1,3,
1TTQ41NqKks69GltQSQNIA,114,130,147,142,121,99,79,60,36,18,18,14,12,12,19,34,37,52,71,72,92,91,88,93
twX6mYg7TT1ImLUJflt5Tg,,8,1,,1,,,1,,,,,,,4,,6,2,7,3,3,2,2,9
ejcVeQztxXY6NX2O2SE0Rw,31,21,18,11,10,12,23,23,43,28,17,4,1,,1,,,,7,9,10,4,6,8
YAiHkQAQ9sm23V1CyNT2zQ,1,3,2,1,,3,1,1,,,,,,,,1,,,3,3,,1,1,2
owzgaa8-XnZd5t0HjoQzzA,1,1,6,1,1,,,,,,,,,,,,,,,,,,,
3FLFxKPE76UCHk0TiBzozQ,3,,1,1,1,,1,3,2,2,3,1,,1,,,,,,,,,3,3
ByFMv3p5X1aNeZhU61rDcA,219,208,186,204,206,180,148,143,103,68,35,31,16,38,54,107,111,137,182,190,199,217,253,199
KskYqH1Bi7Z_61pH6Om8pg,529,968,1186,1100,729,265,42,9,7,3,2,1,3,3,2,9,7,22,411,916,886,475,145,27
GCRvrxMSC1nzShyM4Y-guQ,1,,,2,4,4,16,17,12,8,8,3,1,,,,,,,,1,,1,1
g62SlImzhs6_1t-knPjd8w,122,180,172,140,117,97,42,15,7,3,1,4,2,2,2,5,4,7,11,4,13,12,20,80
ZpMoI5EECS6Rm7KigN1gPg,10,32,43,48,40,16,8,5,,1,1,1,1,,2,3,2,1,2,8,8,7,3,8
Cni2l-VKG_pdospJ6xliXQ,191,245,315,369,231,192,76,14,12,5,1,3,2,3,7,5,6,6,156,272,337,267,202,170
g-NKvwy8iLePEQHsoUb17g,4,12,41,353,227,46,40,10,1,2,2,1,,1,2,6,6,2,5,10,8,5,5,2
ebTvBxSStI9Vf5Tpux_X3Q,378,410,425,357,356,270,211,275,164,121,87,53,38,42,70,135,154,183,271,283,299,319,272,299
ajoqEHnCZTD8-8GqGLq9-Q,424,491,553,466,404,377,310,248,183,103,67,50,35,42,67,142,167,186,270,331,316,321,334,398
na4Th5DrNauOv-c43QQFvA,997,1065,1018,986,1073,936,755,667,476,295,206,124,136,182,285,374,475,602,716,808,899,970,977,1015
qjnJFZtsY_nfRzoL3J_UWQ,617,596,648,581,566,491,396,367,221,175,114,44,48,61,99,269,365,330,419,497,540,555,579,596
LkMtMHVetws5_7QfRjPtlg,125,171,180,146,108,88,74,71,55,27,15,9,23,29,51,71,93,98,113,118,98,106,124,112
ii8sAGBexBOJoYRFafF9XQ,643,650,663,583,539,470,365,357,255,150,105,48,46,83,186,243,342,420,501,497,515,509,524,549
5iSmZO0SrKU6EoXK_1M8Kw,493,485,424,356,347,291,257,263,192,130,71,39,47,59,111,294,284,290,323,333,328,364,405,435
oVrvzUJczq0e2JzVxSTyag,61,99,174,97,293,145,65,51,11,5,4,2,,3,6,5,9,12,13,14,17,11,47,43
Wxxvi3LZbHNIDwJ-ZimtnA,936,1019,937,813,848,729,580,551,398,265,168,107,86,122,224,479,588,724,958,1034,1010,1079,1026,1027
DfgZlNgKwBvCpA_0alumXw,549,546,552,495,510,401,377,357,215,113,107,58,57,100,156,237,297,282,439,416,427,481,478,496
El4FC8jcawUVgw_0EIcbaQ,875,987,889,885,876,734,621,578,361,263,157,120,68,138,273,553,644,669,859,863,825,838,937,977
7Gkd18xKnIA324Fp7JHRRQ,38,37,27,39,65,86,102,94,75,73,32,12,7,8,8,3,3,1,16,21,23,31,39,35
uanCi4OGc1mHLGl_AT4JhQ,369,423,389,424,428,308,252,217,143,111,67,70,58,62,122,143,208,267,321,330,348,335,419,421
Kn23LDd740SBVJ7mum0fwg,15,47,45,46,42,49,84,68,71,38,19,8,1,2,6,,2,11,6,17,21,10,13,16
XXW_OFaYQkkGOGniujZFHg,107,172,209,202,231,192,217,188,168,129,101,84,43,40,76,154,268,366,468,416,295,178,119,112
u_vPjx925UPEG9DFOAAvFQ,334,342,341,282,261,270,249,261,196,129,89,63,47,57,114,183,250,238,240,280,292,331,381,388
AV6weBrZFFBfRGCbcRGO4g,526,634,606,481,454,418,351,361,288,178,120,86,53,82,125,219,259,320,404,441,426,408,472,493
eAc9Vd6loOgRQolMXQt6FA,820,927,825,646,646,553,452,366,267,160,89,61,81,184,286,434,593,651,743,755,732,768,823,803
QJR4qBUHegWEozSQrGmBPw,93,151,192,177,143,131,37,22,5,1,,1,2,1,8,2,2,8,69,126,146,121,98,48
-nKIDHXa5H23rq8d6KGT_Q,3,2,2,1,1,,,1,1,,,,,1,1,,,,1,1,,,1,1
AqpiBApzrd30LA-vmU3Rvw,26,19,20,26,30,32,30,44,23,11,3,1,,2,1,1,2,1,3,8,4,7,5,16
aLlREPOEtt3JzeDCagHytA,4,11,27,25,41,117,200,152,102,54,24,7,2,,2,1,5,3,3,3,6,9,6,11
cJWbbvGmyhFiBpG_5hf5LA,146,232,336,312,202,102,35,9,4,4,1,2,1,2,4,11,18,13,65,87,116,101,96,84
OdeDt-ceeNTu7LSTUqqBbA,4,28,33,29,46,40,11,12,4,1,1,1,1,1,3,2,3,1,,3,6,2,1,1
KmuLLSyZJdNoarwcIERHcw,28,161,117,127,316,110,76,27,8,8,1,1,1,3,5,3,5,8,7,9,12,2,14,12
ECOkEVUodMLUxvI0PMI4gQ,35,46,79,93,150,278,335,278,181,111,46,37,13,9,5,2,10,10,13,14,17,25,25,28
SvHAczHxIJ00QlJ9ovQR8g,7,19,22,38,59,97,137,147,84,48,17,8,3,3,8,3,7,6,9,11,11,10,9,6
BH9z7IJ4zydAqgwsbqoVZQ,13,76,219,124,371,217,73,65,26,9,5,7,10,8,10,16,5,11,12,6,15,20,16,13
DXlDzOcpdUE_F21tok0fgw,24,292,195,174,428,184,103,62,18,4,8,,2,3,5,5,13,15,19,20,16,16,13,22
0q_BHpxbikVtPRRLRu-U0g,27,89,111,116,86,51,26,16,11,1,3,2,2,1,4,9,8,17,6,8,18,13,12,10
Ou8pYS24azDWG0ru_vUcqg,13,14,9,16,11,6,,,,,,1,,1,1,6,4,15,7,10,9,11,6,6
ruWTngdiC68O9la27hvvHw,43,102,123,128,124,125,118,82,51,26,12,1,1,,4,3,3,6,7,6,1,6,7,12
u-67zd1ImTv3EEr5kIdWrA,92,147,213,272,209,147,58,38,23,9,4,,1,3,13,34,48,75,73,87,73,61,72,76
939j88ceB05Te3D7kQPwSA,4,20,31,39,49,65,107,86,55,18,5,2,,1,3,2,6,4,2,5,6,4,8,8
XE6kf2bviFBdGmVI_SJpmA,23,20,23,36,39,33,30,26,13,6,2,,,2,,2,2,3,1,10,17,12,20,22
f8IMQgRwo-8GP372MElDGQ,94,130,88,96,71,77,52,51,51,31,17,13,4,10,15,40,79,52,70,91,74,72,85,105
rTS8LsUmNIiXsXydE49tPA,152,185,220,200,180,133,116,81,51,12,10,4,1,2,9,14,30,27,98,203,195,175,169,163
8mIrX_LrOnAqWsB5JrOojQ,147,125,120,149,153,77,27,6,1,1,1,,,2,3,2,7,14,60,128,186,280,233,148
PDIh1lVtKlUqPJROXYJQvQ,40,101,126,167,107,95,36,12,3,2,2,,,3,5,3,3,7,6,9,7,9,10,11
-3zffZUHoY8bQjGfPSoBKQ,32,60,89,94,69,32,12,9,,1,1,1,2,3,8,2,6,1,3,4,11,8,8,4
NAyXRFKfSn6b7fSvVI7M4A,17,7,3,3,1,2,,4,4,1,,,,1,1,4,1,5,32,17,19,13,31,25
J3FUxMAHfCl-WFo86u5DqA,12,169,123,56,207,104,46,27,5,2,,,1,1,3,6,1,5,4,2,11,6,3,16
R3TC2oq8fQK9c9BNMZ-ynA,143,193,154,122,97,82,44,14,11,,1,3,,1,2,1,3,,31,92,101,100,98,145
PrFLJCD1zz1s0bjKEigDLg,6,6,6,8,4,13,12,5,12,4,1,1,1,,,1,,1,1,,,1,3,1
SZEFE5hL7aN5nM-A44iPwQ,33,66,102,132,101,41,18,4,6,4,3,2,2,2,3,9,2,4,11,5,9,6,7,5
LFs5jyYdXlzi0SpAYi1eSA,153,226,315,305,204,103,43,10,3,4,1,,,,2,5,3,8,62,118,128,117,87,67
