business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5eqm4pyz-egd255X7PB8Xg,,1,1,,2,1,3,4,2,1,1,,,,,,,,,,,1,,
kPV1DlXSkcXY5G8r2LLmEA,9,13,18,15,18,5,7,4,4,5,2,4,,,1,3,5,6,7,5,5,8,5,5
tlZmJBQ9UWkaI0Zce_KFhg,15,21,28,12,17,15,16,15,5,12,11,13,2,2,7,15,17,31,29,39,26,21,13,6
WKrCvD-CoDZnCj3nsMCrRw,17,16,20,28,16,16,28,22,24,22,10,4,2,2,4,5,8,6,14,16,12,13,13,18
5MzGPxcrSPoWQc_bRmOXoQ,3,6,2,4,4,6,6,3,1,1,3,1,,,,1,1,1,,1,2,,2,4
d4bMBIhBELF_bhkT-Sig3Q,5,7,8,11,6,6,3,6,1,4,,,,,1,2,3,8,6,6,6,5,1,1
7hXWFtmoJHz63SD8k56a_Q,3,6,6,2,2,1,1,1,2,5,2,,,,1,1,1,,,2,2,,,3
rTZVcJZ8G80i6NjLw0SW8Q,148,187,210,171,105,81,63,57,38,23,20,13,8,12,15,25,36,115,108,133,121,126,158,141
vFTKENEf3AxbodEshK5W2A,33,22,12,8,7,6,4,3,4,5,4,1,,1,,1,3,11,16,10,12,3,6,17
MGCTs8GBtkTUFaCAkdDtKw,1,1,1,1,2,,2,4,,,,,,,,,1,,1,1,,1,1,2
1TTQ41NqKks69GltQSQNIA,69,71,96,80,72,88,58,35,21,24,17,5,7,7,11,30,36,47,58,80,82,84,78,90
twX6mYg7TT1ImLUJflt5Tg,2,2,1,1,,,,,,,,,,,,3,2,3,7,6,5,5,3,1
ejcVeQztxXY6NX2O2SE0Rw,9,11,4,12,5,11,13,30,26,19,8,5,1,1,1,,1,,,3,3,2,2,5
YAiHkQAQ9sm23V1CyNT2zQ,1,5,,1,3,1,,,,,,,,,,,,,2,,,,,
owzgaa8-XnZd5t0HjoQzzA,1,,,,1,,,,,,,,,,,,,,,1,,,,
3FLFxKPE76UCHk0TiBzozQ,1,2,1,2,3,,,3,4,3,2,1,,,,,,,,,,1,2,2
ByFMv3p5X1aNeZhU61rDcA,145,176,123,154,124,143,105,96,92,75,34,29,12,21,37,40,70,81,102,106,97,127,137,149
KskYqH1Bi7Z_61pH6Om8pg,425,671,685,626,458,202,36,6,1,3,4,1,1,1,4,1,1,6,9,8,7,12,3,7
GCRvrxMSC1nzShyM4Y-guQ,1,,4,2,3,3,34,55,28,28,16,18,6,4,1,,,2,1,,2,,1,1
g62SlImzhs6_1t-knPjd8w,77,114,109,115,134,87,62,35,11,5,4,1,,,1,1,1,7,6,7,9,16,19,39
ZpMoI5EECS6Rm7KigN1gPg,5,17,37,17,29,15,5,1,2,,,,2,1,1,2,1,2,25,41,39,25,7,6
Cni2l-VKG_pdospJ6xliXQ,167,152,189,223,189,140,130,100,50,5,3,,,5,1,6,6,13,107,230,245,216,183,133
g-NKvwy8iLePEQHsoUb17g,,3,20,205,140,32,18,8,3,,,1,,2,,3,1,2,3,2,2,2,5,3
ebTvBxSStI9Vf5Tpux_X3Q,202,243,332,241,185,180,142,176,133,100,67,60,37,21,41,61,108,131,156,180,196,190,181,175
ajoqEHnCZTD8-8GqGLq9-Q,225,260,324,292,290,252,263,237,178,95,85,73,48,33,31,56,81,132,158,210,223,191,202,201
na4Th5DrNauOv-c43QQFvA,648,642,750,657,718,679,607,550,412,224,205,104,73,65,91,143,233,373,533,681,741,712,707,628
qjnJFZtsY_nfRzoL3J_UWQ,347,428,436,392,409,339,339,316,249,180,131,85,48,35,51,91,134,210,288,348,387,420,441,386
LkMtMHVetws5_7QfRjPtlg,126,133,131,109,113,90,79,82,70,40,32,28,17,20,28,59,85,98,103,89,92,99,94,106
ii8sAGBexBOJoYRFafF9XQ,403,443,467,423,403,376,330,373,260,209,122,81,47,54,66,128,222,331,447,488,436,435,363,431
5iSmZO0SrKU6EoXK_1M8Kw,314,320,291,303,297,251,192,222,143,131,87,71,43,43,51,77,163,170,215,257,276,264,287,283
oVrvzUJczq0e2JzVxSTyag,33,108,134,92,271,140,78,57,15,4,5,2,,,2,6,4,12,9,9,12,12,30,22
Wxxvi3LZbHNIDwJ-ZimtnA,724,729,767,745,751,730,603,552,426,313,272,172,121,86,101,193,368,588,724,843,812,763,712,708
DfgZlNgKwBvCpA_0alumXw,360,407,450,409,460,436,352,299,236,148,126,61,41,42,68,102,180,209,325,353,318,353,358,318
El4FC8jcawUVgw_0EIcbaQ,641,747,796,737,768,657,620,539,382,244,184,139,88,93,172,295,351,400,538,632,602,600,656,635
7Gkd18xKnIA324Fp7JHRRQ,26,23,19,36,46,63,79,77,64,43,33,19,15,3,2,2,6,5,6,7,7,15,14,23
uanCi4OGc1mHLGl_AT4JhQ,311,317,321,332,314,264,231,221,166,145,106,79,53,37,54,87,155,232,255,271,266,239,270,261
Kn23LDd740SBVJ7mum0fwg,16,17,21,26,29,50,55,82,63,42,41,6,2,1,1,1,3,,2,6,8,8,4,6
XXW_OFaYQkkGOGniujZFHg,85,77,118,132,143,141,132,134,175,160,139,100,77,32,50,96,220,295,323,348,324,207,135,70
u_vPjx925UPEG9DFOAAvFQ,221,246,222,180,187,194,163,191,155,142,98,67,37,35,46,84,137,168,210,229,236,193,254,210
AV6weBrZFFBfRGCbcRGO4g,361,386,361,369,355,303,296,299,273,155,125,77,61,39,74,110,171,244,310,310,322,305,327,328
eAc9Vd6loOgRQolMXQt6FA,518,676,717,676,573,551,530,419,305,191,109,82,49,61,94,172,301,438,552,582,536,467,583,544
QJR4qBUHegWEozSQrGmBPw,62,99,106,107,93,62,27,12,2,3,1,,2,,6,6,1,6,44,124,107,110,59,38
-nKIDHXa5H23rq8d6KGT_Q,1,1,2,2,1,2,,3,,1,,,,,,,,,,1,,,,
AqpiBApzrd30LA-vmU3Rvw,13,21,8,24,17,29,32,15,19,11,8,1,,,1,3,,2,2,4,9,13,16,10
aLlREPOEtt3JzeDCagHytA,8,9,5,15,34,178,249,238,156,102,61,23,1,3,1,3,2,6,6,8,2,7,5,4
cJWbbvGmyhFiBpG_5hf5LA,114,209,326,332,236,134,56,20,7,3,,,1,3,2,2,,14,53,88,105,87,86,79
OdeDt-ceeNTu7LSTUqqBbA,3,4,14,12,24,18,7,3,4,1,,,,,,2,3,1,,,2,1,,3
KmuLLSyZJdNoarwcIERHcw,5,66,55,55,117,46,29,25,,3,4,,1,4,1,3,,5,6,7,5,4,4,3
ECOkEVUodMLUxvI0PMI4gQ,27,30,38,78,212,561,647,486,364,257,124,54,17,6,11,6,11,18,25,24,27,23,19,19
SvHAczHxIJ00QlJ9ovQR8g,15,7,7,25,54,90,114,122,127,60,33,9,,1,1,2,3,3,5,8,4,31,20,32
BH9z7IJ4zydAqgwsbqoVZQ,12,66,201,118,321,210,77,53,15,4,8,6,8,5,3,5,6,7,7,8,10,8,15,8
DXlDzOcpdUE_F21tok0fgw,12,189,165,134,369,206,80,67,11,8,5,3,,1,,9,7,7,5,5,10,5,5,9
0q_BHpxbikVtPRRLRu-U0g,25,89,112,108,80,40,16,8,8,3,3,1,,1,1,2,2,2,6,2,8,5,10,7
Ou8pYS24azDWG0ru_vUcqg,9,12,7,10,5,8,,1,,,1,,,,2,4,5,6,15,12,13,20,11,10
ruWTngdiC68O9la27hvvHw,11,23,53,54,76,103,116,97,89,45,16,4,1,2,4,,4,5,6,7,7,2,4,
u-67zd1ImTv3EEr5kIdWrA,62,128,213,262,200,195,115,69,28,11,2,3,,1,5,21,33,57,60,52,58,69,36,47
939j88ceB05Te3D7kQPwSA,5,12,13,29,51,63,83,98,64,34,23,5,4,2,1,2,3,4,,1,2,7,7,5
XE6kf2bviFBdGmVI_SJpmA,18,15,40,19,34,38,43,49,18,20,14,4,,,1,,,,6,4,10,9,18,22
f8IMQgRwo-8GP372MElDGQ,70,75,73,65,63,76,67,45,34,27,13,5,8,8,15,22,35,49,67,51,56,54,53,52
rTS8LsUmNIiXsXydE49tPA,137,130,122,127,121,104,91,81,54,40,8,3,4,1,1,13,16,28,79,131,155,154,145,106
8mIrX_LrOnAqWsB5JrOojQ,72,69,76,97,84,63,52,12,,1,,1,1,,,,1,6,35,82,111,141,150,117
PDIh1lVtKlUqPJROXYJQvQ,39,77,94,130,108,95,47,23,13,4,1,2,,1,1,2,6,2,4,2,4,6,10,18
-3zffZUHoY8bQjGfPSoBKQ,18,57,80,76,77,41,18,9,2,2,1,,,1,,,1,5,3,3,2,3,6,1
NAyXRFKfSn6b7fSvVI7M4A,9,7,3,3,6,8,1,2,,,,,,1,,,3,6,32,23,19,28,22,16
J3FUxMAHfCl-WFo86u5DqA,9,89,60,41,132,87,31,16,4,2,1,,1,,,3,2,3,7,7,7,6,10,7
R3TC2oq8fQK9c9BNMZ-ynA,105,105,88,74,69,34,33,6,6,,,1,1,,,,1,,15,38,60,71,74,81
PrFLJCD1zz1s0bjKEigDLg,4,1,5,3,6,15,4,9,5,3,5,,,,,1,,,2,1,,,2,4
SZEFE5hL7aN5nM-A44iPwQ,39,63,62,65,60,40,20,7,2,2,4,2,2,1,3,3,2,4,2,5,1,3,3,5
LFs5jyYdXlzi0SpAYi1eSA,93,146,170,185,142,83,31,5,6,3,,1,1,,,1,3,4,37,87,100,88,74,66
6KtYYZ4ARIVa2Zj2tOcp9g,39,50,47,49,55,56,43,59,34,25,8,4,2,,,1,2,4,8,21,30,41,33,36
Mn6PbumS7GL2v3jPilTaeg,14,26,54,62,52,44,17,,1,2,2,2,1,,,2,4,14,48,100,120,87,40,9
OARQDsxyoGnnX2FfSl9HjA,9,138,110,95,230,126,34,23,7,7,1,3,,1,,4,7,6,4,5,2,4,3,3
2ALnrUa1_U8JHNgscad8OQ,1,3,3,4,7,14,16,6,6,4,3,,,1,1,,1,1,1,,1,5,1,1
dCUuzw3R2rPqKyN2Zl9zRw,20,73,102,134,100,61,25,7,2,,1,,1,1,1,4,5,2,1,1,3,1,1,2
